time (sec), y-accel
0.000319957733154,0.0146337890625
0.00143885612488,-0.0061181640625
0.00249099731445,-0.0024560546875
0.00354194641113,-0.0122216796875
0.00458908081055,0.0134130859375
0.00563788414001,-0.0029443359375
0.0066819190979,0.0048681640625
0.00773000717163,0.0026708984375
0.00877785682678,0.0031591796875
0.00982189178467,0.0041357421875
0.0108740329742,0.0087744140625
0.0119209289551,0.0034033203125
0.0129668712616,0.0048681640625
0.0140149593353,-0.0022119140625
0.0150589942932,0.0012060546875
0.016105890274,-0.0027001953125
0.0171530246735,-0.0061181640625
0.0181958675385,-0.0044091796875
0.0192439556122,0.0012060546875
0.0202889442444,-0.0005029296875
0.0213389396667,0.0012060546875
0.0223848819733,-0.0029443359375
0.0234289169312,-0.0041650390625
0.024472951889,-0.0139306640625
0.0255179405212,0.0168310546875
0.0265619754791,-0.0002587890625
0.027606010437,0.0019384765625
0.0286509990692,0.0053564453125
0.0296940803528,0.0036474609375
0.0307459831238,0.0041357421875
0.0317928791046,0.0048681640625
0.0328378677368,0.0031591796875
0.0338859558105,0.0041357421875
0.0349299907684,0.0021826171875
0.0359749794006,-0.0007470703125
0.0370209217072,-0.0014794921875
0.0380630493164,-0.0009912109375
0.0391089916229,-0.0141748046875
0.0401539802551,0.0031591796875
0.0412700176239,0.0014501953125
0.0423128604889,0.0051123046875
0.0433599948883,0.0165869140625
0.0444049835205,-0.0136865234375
0.0454468727112,0.0160986328125
0.0464930534363,0.0007177734375
0.0475389957428,-0.0007470703125
0.048583984375,-0.0034326171875
0.0496299266815,0.0014501953125
0.0507218837738,0.0026708984375
0.0517749786377,0.0031591796875
0.0528199672699,0.0014501953125
0.0538680553436,-0.0005029296875
0.0549130439758,-0.0009912109375
0.0559599399567,-0.0009912109375
0.0570070743561,0.0024267578125
0.0580489635468,0.0143896484375
0.0590970516205,-0.0009912109375
0.0601439476013,-1.46484375e-05
0.0612509250641,-0.0139306640625
0.062294960022,0.0060888671875
0.0633418560028,0.0036474609375
0.0643899440765,0.0041357421875
0.0654330253601,0.0165869140625
0.0664858818054,0.0007177734375
0.0675349235535,-0.0024560546875
0.0685789585114,-0.0056298828125
0.0696289539337,-0.0031884765625
0.0707249641418,-0.0014794921875
0.0717768669128,0.0016943359375
0.0728209018707,-0.0024560546875
0.0738699436188,-0.0012353515625
0.0749170780182,0.0009619140625
0.075963973999,0.0075537109375
0.0770130157471,0.0051123046875
0.078057050705,0.0165869140625
