0, 0.0014111328125,-0.00056
0.003, -0.0012744140625,0.09544
0.006, 0.0021435546875,-0.04856
0.009, 0.0033642578125,-0.02856
0.012, -0.0002978515625,-0.15656
0.015, 0.0011669921875,-0.13256
0.018, 0.0018994140625,-0.19656
0.021, -0.0020068359375,-0.15656
0.024, -5.37109375e-05,-0.19256
0.027, 0.0011669921875,-0.19256
0.03, 0.0004345703125,-0.22456
0.033, 0.0026318359375,-0.31256
0.036, -0.0032275390625,-0.22456
0.039, -0.0024951171875,-0.32856
0.042, 0.0001904296875,-0.40856
0.045, 0.0004345703125,-0.28856
0.048, -0.0039599609375,-0.36056
0.051, -0.0042041015625,-0.36456
0.054, 0.0023876953125,-0.27256
0.057, 0.0001904296875,-0.24056
0.06, -0.0044482421875,-0.22856
0.063, -0.0017626953125,-0.19656
0.066, -0.0027392578125,-0.20056
0.069, -0.0042041015625,-0.16456
0.072, 0.0145947265625,-0.19256
0.075, -0.0024951171875,-0.17256
0.078, -0.0046923828125,-0.14456
0.081, -0.0064013671875,-0.11256
0.084, -0.0027392578125,-0.14856
0.087, -0.0022509765625,-0.18856
0.09, 0.0001904296875,-0.28056
0.093, 0.0023876953125,-0.21256
0.096, 0.0026318359375,-0.25256
0.099, -0.0002978515625,-0.48456
0.102, 0.0050732421875,-0.50456
0.105, 0.0067822265625,-0.62056
0.108, -0.0095751953125,-0.71256
0.111, 0.0004345703125,-0.72856
0.114, 0.0080029296875,-1.06856
0.117, 0.0031201171875,-1.30856
0.12, 0.0033642578125,-1.39656
0.123, 0.0065380859375,-1.61256
0.126, 0.0180126953125,-1.85656
0.129, 0.0172802734375,-2.09256
0.132, -0.0076220703125,-2.18456
0.135, 0.0126416015625,-2.66456
0.138, 0.0033642578125,-2.68056
0.141, 0.0055615234375,-2.84456
0.144, 0.0175244140625,-3.04056
0.147, 0.0050732421875,-3.37656
0.15, 0.0006787109375,-3.44856
0.153, 0.0084912109375,-3.63656
0.156, 0.0123974609375,-3.84856
0.159, -0.0042041015625,-4.19256
0.162, 0.0023876953125,-4.37656
0.165, -0.0034716796875,-4.63656
0.168, 0.0053173828125,-4.89656
0.171, 0.0106884765625,-5.18856
0.174, -0.0066455078125,-5.54856
0.177, 0.0089794921875,-5.96056
0.18, -0.0110400390625,-6.25656
0.183, -0.0083544921875,-6.60056
0.186, 0.0011669921875,-7.03256
0.189, -0.0093310546875,-7.22456
0.192, -0.0286181640625,-7.74056
0.195, -0.0039599609375,-8.17656
0.198, -0.0208056640625,-8.41656
0.201, -0.0081103515625,-8.73256
0.204, -0.0190966796875,-8.15656
0.207, -0.0166552734375,-9.64056
0.21, -0.0225146484375,-9.86856
0.213, -0.0210498046875,-10.31256
0.216, -0.0210498046875,-10.83656
0.219, -0.0230029296875,-11.06856
0.222, -0.0181201171875,-11.59256
0.225, -0.0254443359375,-12.02856
0.228, -0.0049365234375,-12.51656
0.231, -0.0051806640625,-12.88456
0.234, -0.0415576171875,-12.26456
0.237, -0.0396044921875,-13.56456
0.24, -0.0471728515625,-13.98856
0.243, -0.0313037109375,-14.48456
0.246, -0.0349658203125,-15.01656
0.249, -0.0479052734375,-15.48056
0.252, -0.0615771484375,-15.68456
0.255, -0.0374072265625,-15.97656
0.258, -0.0488818359375,-16.46456
0.261, -0.0552294921875,-16.70856
0.264, -0.0554736328125,-17.05256
0.267, -0.0689013671875,-17.19656
0.27, -0.0657275390625,-17.36456
0.273, -0.0703662109375,-17.13656
0.276, -0.0664599609375,-17.38856
0.279, -0.0977099609375,-17.08856
0.282, -0.0845263671875,-17.13656
0.285, -0.0855029296875,-17.13656
0.288, -0.0960009765625,-16.91656
0.291, -0.106254882813,-16.72856
0.294, -0.104545898438,-16.29256
0.297, -0.104790039063,-16.08456
0.3, -0.112358398438,-15.80856
0.303, -0.115776367188,-15.10056
0.306, -0.116508789063,-15.15256
0.309, -0.174614257813,-14.42856
0.312, -0.102104492188,-15.20456
0.315, -0.148002929688,-13.59256
0.318, -0.110161132813,-13.42856
0.321, -0.145317382813,-13.08456
0.324, -0.140190429688,-12.53656
0.327, -0.125786132813,-12.38856
0.33, -0.125053710938,-12.21656
0.333, -0.126518554688,-11.84456
0.336, -0.134819335938,-11.78856
0.339, -0.150444335938,-11.56056
0.342, -0.206352539063,-10.68056
0.345, -0.114311523438,-11.22456
0.348, -0.187553710938,-10.34456
0.351, -0.153129882813,-10.28856
0.354, -0.157036132813,-9.82856
0.357, -0.141411132813,-9.85656
0.36, -0.177543945313,-9.38056
0.363, -0.175590820313,-8.87256
0.366, -0.179985351563,-9.09656
0.369, -0.159477539063,-8.55656
0.372, -0.179497070313,-8.31256
0.375, -0.158012695313,-8.37656
