0.000280857086182, 0, 0.09568359375
0.0045919418335, 0.003, 0.028544921875
0.00874495506287, 0.006, 0.04001953125
0.0128889083862, 0.009, 0.052470703125
0.0170350074768, 0.012, 0.092265625
0.0212118625641, 0.015, 0.065654296875
0.0253598690033, 0.018, 0.098125
0.0295059680939, 0.021, 0.05955078125
0.0336489677429, 0.024, 0.11375
0.0377898216248, 0.027, 0.048564453125
0.0419399738312, 0.03, 0.077861328125
0.0460817813873, 0.033, 0.025615234375
0.0502269268036, 0.036, 0.11375
0.0543739795685, 0.039, 0.072490234375
0.0585188865662, 0.042, 0.0737109375
0.0626628398895, 0.045, 0.0815234375
0.0668058395386, 0.048, 0.05759765625
0.0709497928619, 0.051, 0.126201171875
0.075092792511, 0.054, 0.076396484375
0.0792338848114, 0.057, 0.158671875
0.0833778381348, 0.06, 0.098857421875
0.0875198841095, 0.063, 0.107158203125
0.0916638374329, 0.066, 0.056376953125
0.0958049297333, 0.069, 0.12205078125
0.0999479293823, 0.072, 0.066142578125
0.104089975357, 0.075, 0.1420703125
0.108230829239, 0.078, 0.10349609375
0.112437963486, 0.081, 0.04490234375
0.116581916809, 0.084, 0.102275390625
0.120725870132, 0.087, 0.072978515625
0.124866008759, 0.09, 0.1127734375
0.129010915756, 0.093, 0.12009765625
0.133157968521, 0.096, 0.058330078125
0.13730096817, 0.099, 0.183330078125
0.141446828842, 0.102, 0.0912890625
0.145590782166, 0.105, 0.18357421875
0.149734973907, 0.108, 0.1342578125
0.153877973557, 0.111, 0.08640625
0.15801692009, 0.114, 0.177958984375
0.162161827087, 0.117, 0.095927734375
0.166302919388, 0.12, 0.127666015625
0.170445919037, 0.123, 0.141826171875
0.174586772919, 0.126, 0.080791015625
0.178732872009, 0.129, 0.14255859375
0.18287396431, 0.132, 0.087626953125
0.187015771866, 0.135, 0.135966796875
0.191157817841, 0.138, 0.13474609375
0.195299863815, 0.141, 0.124248046875
0.199444770813, 0.144, 0.140849609375
0.203588008881, 0.147, 0.111552734375
0.207726955414, 0.15, 0.1088671875
0.211920976639, 0.153, 0.134501953125
0.216063976288, 0.156, 0.146708984375
0.220207929611, 0.159, 0.12302734375
0.224373817444, 0.162, 0.12302734375
0.228524923325, 0.165, 0.11033203125
0.232667922974, 0.168, 0.12693359375
0.236808776855, 0.171, 0.113994140625
0.240953922272, 0.174, 0.12595703125
