time (sec), y-accel
0.255072116852,-0.00269775390625, 0.01008
0.257130146027,-0.00025634765625, 0.02208
0.259206056595,0.00169677734375, 0.03008
0.26127409935,0.00218505859375, 0.02608
0.263329982758,0.00242919921875, 0.04208
0.2653901577,0.00035400390625, -0.02192
0.267452955246,0.00181884765625, -0.02992
0.269516944885,-0.00184326171875, -0.03392
0.271578073502,-0.00050048828125, -0.02592
0.273641109467,-0.00135498046875, 0.01008
0.275712966919,-0.00269775390625, 0.01008
0.277778148651,-0.00123291015625, 0.03408
0.279833078384,-0.00404052734375, 0.01408
0.28195309639,-0.00501708984375, -0.00592
0.284013986588,-0.00281982421875, -0.01792
0.286077022552,-1.220703125e-05, -0.01392
0.288138151169,-0.00025634765625, -0.00992
0.290212154388,-0.00111083984375, -0.05792
0.292281150818,-0.00123291015625, 0.01008
0.294335126877,0.00072021484375, 0.01408
0.29640007019,0.00047607421875, -0.00592
0.298455953598,-0.00111083984375, -0.00192
0.300524950027,0.00181884765625, 0.02208
0.302582025528,-0.00050048828125, 0.03408
0.304641008377,0.00499267578125, 0.00608
0.306710958481,0.00450439453125, 0.01408
0.308778047562,0.00560302734375, 0.01808
0.310837030411,0.00523681640625, -0.00992
0.312901973724,0.00255126953125, 0.00208
0.314958095551,-0.00245361328125, -0.06192
0.317026138306,-0.00513916015625, -0.03792
0.319083929062,-0.00172119140625, 0.00208
0.321152925491,-0.00233154296875, -0.01392
0.323223114014,-1.220703125e-05, -0.00592
0.325292110443,0.00059814453125, -0.00592
0.327345132828,-0.00147705078125, 0.03008
0.329410076141,-0.00172119140625, 0.01008
0.331475973129,0.00157470703125, -0.00992
0.333541154861,-0.00062255859375, 0.00208
0.335592985153,-0.00062255859375, 0.00608
0.337671041489,0.00072021484375, -0.02192
0.339736938477,0.00084228515625, -0.02192
0.341805934906,-0.00074462890625, -0.02592
0.343860149384,0.00108642578125, -0.01792
0.345925092697,-0.00208740234375, -0.03392
0.347983121872,0.00108642578125, -0.00592
0.350048065186,0.00108642578125, -0.01392
0.352144956589,0.00389404296875, 0.01408
0.354218006134,0.00560302734375, 0.00208
0.356285095215,0.00401611328125, 0.00608
0.358341932297,0.00145263671875, 0.03808
0.360502958298,-0.00086669921875, 0.01408
0.362585067749,0.00096435546875, 0.03408
0.364650011063,0.00364990234375, 0.03408
0.366708040237,0.00230712890625, 0.02608
0.368775129318,0.00267333984375, 0.01808
0.370837926865,0.00120849609375, -0.00592
0.372904062271,-0.00196533203125, -0.03392
0.37495803833,-0.00062255859375, 0.02208
0.377018928528,-0.00184326171875, 0.02208
0.379091024399,-0.00062255859375, -0.00992
0.381159067154,0.00181884765625, 0.03008
0.383217096329,0.00084228515625, 0.04608
0.385283946991,0.00255126953125, 0.03008
0.38734292984,0.00316162109375, 0.00208
0.389407157898,0.00328369140625, -0.02992
0.391469955444,0.00328369140625, -0.02592
0.393551111221,0.00499267578125, -0.00192
0.395607948303,-0.00013427734375, -0.00192
0.397673130035,-1.220703125e-05, -0.03792
0.399737119675,0.00023193359375, 0.01408
0.401804924011,0.00047607421875, 0.01008
0.40394115448,0.00303955078125, -0.00992
0.406006097794,0.00389404296875, 0.01408
0.408069133759,-0.00196533203125, 0.03408
0.410146951675,0.00120849609375, 0.05008
0.412208080292,0.00157470703125, 0.00608
0.414268016815,-0.00037841796875, -0.01792
0.416326999664,0.00010986328125, 0.01008
0.418390989304,0.00072021484375, -0.00992
0.420454978943,0.00206298828125, -0.01392
0.422693014145,0.00035400390625, 0.02208
0.424754142761,-0.00172119140625, 0.00608
0.426816940308,-0.00257568359375, 0.00208
0.428874969482,-0.00416259765625, 0.01808
0.430945158005,-0.00233154296875, -0.02992
0.433006048203,-0.00184326171875, -0.00992
0.435081005096,-0.00037841796875, 0.02608
0.437150001526,-0.00013427734375, 0.01408
0.439207077026,-0.00159912109375, 0.02208
0.441276073456,-0.00123291015625, -0.00592
0.443331956863,-0.00098876953125, -0.00992
0.44539809227,0.00035400390625, 0.01408
0.447454929352,-0.00245361328125, -0.00192
0.449517965317,-0.00062255859375, 0.02208
0.451621055603,-0.00013427734375, -0.01792
0.453691005707,0.00194091796875, -0.03392
0.455749034882,0.00389404296875, 0.01408
0.457813978195,0.00084228515625, -0.01792
0.45987200737,0.00328369140625, -0.01392
0.46198797226,0.00181884765625, -0.02192
0.46405005455,0.00072021484375, -0.01792
0.466109037399,0.00023193359375, 0.00608
0.468178987503,0.00035400390625, 0.02608
0.470232009888,-0.00172119140625, 0.05008
0.472300052643,0.00120849609375, 0.05808
0.474354982376,0.00169677734375, 0.07008
0.47641992569,-0.00025634765625, 0.06208
0.478476047516,0.00377197265625, 0.05408
0.480544090271,0.00291748046875, 0.04208
0.4826130867,0.00145263671875, 0.00208
0.48468208313,-1.220703125e-05, 0.03008
0.486746072769,0.00120849609375, 0.02208
0.488811016083,0.00291748046875, 0.06208
0.490926027298,0.00023193359375, 0.02208
0.492983102798,-0.00050048828125, 0.02608
0.495048999786,-0.00208740234375, 0.01808
0.497100114822,-0.00037841796875, 0.01008
0.499181985855,0.00120849609375, -0.04992
0.501237154007,-0.00062255859375, -0.04592
0.503304004669,-0.00111083984375, -0.01792
0.505357980728,-0.00013427734375, 0.04608
0.507424116135,-0.00025634765625, 0.00208
0.509483098984,-0.00086669921875, 0.00208
0.511548995972,0.00145263671875, -0.03392
0.513602018356,0.00096435546875, -0.01792
0.515684127808,0.00255126953125, 0.03008
0.517738103867,0.00120849609375, 0.01808
0.519804954529,0.00072021484375, 0.01808
0.521863937378,-0.00135498046875, -0.01392
0.523930072784,-0.00184326171875, -0.00192
0.525983095169,-0.00257568359375, 0.00208
0.528047084808,0.00047607421875, -0.00992
0.530105113983,-0.00111083984375, -0.01792
0.532170057297,0.00218505859375, -0.02592
0.534222126007,-0.00245361328125, -0.02192
0.536287069321,-0.00147705078125, 0.00208
0.538342952728,-0.00416259765625, 0.03008
0.540452003479,-0.00013427734375, 0.05808
0.542516946793,0.00206298828125, 0.02608
0.544575929642,-0.00050048828125, 0.00208
0.546658992767,-0.00159912109375, 0.01008
0.548713922501,-0.00281982421875, 0.02608
0.550783157349,-0.00343017578125, -0.00592
0.552870035172,0.00206298828125, -0.02992
0.554939985275,0.00072021484375, -0.00992
0.556999921799,-0.00086669921875, -0.01392
0.559065103531,-0.00233154296875, -0.02192
0.561130046844,-0.00343017578125, -0.01792
0.563205957413,-0.00184326171875, 0.00208
0.565271139145,-0.00233154296875, -0.00992
0.567328929901,-0.00367431640625, -0.01792
0.569391965866,-1.220703125e-05, 0.03408
0.571465969086,-0.00172119140625, 0.01408
0.573532104492,-0.00135498046875, -0.02592
0.575591087341,-0.00111083984375, -0.04992
0.577667951584,-0.00025634765625, -0.03392
0.579723119736,-0.00111083984375, 0.02608
0.581789970398,-0.00086669921875, -0.02592
0.58384513855,0.00157470703125, -0.00192
0.585914134979,-0.00050048828125, 0.03408
0.587970972061,-0.00123291015625, 0.03008
0.5900349617,0.00169677734375, -0.02992
0.592096090317,0.00108642578125, -0.04192
0.594175100327,0.00206298828125, -0.05792
0.59623003006,0.00377197265625, -0.02592
0.598294973373,0.00230712890625, 0.03008
0.600347995758,-0.00025634765625, 0.01808
0.602466106415,-0.00050048828125, 0.00208
0.604531049728,0.00291748046875, 0.01008
0.606667041779,0.00279541015625, -0.00992
0.608732938766,0.00157470703125, 0.00608
0.610800981522,0.00059814453125, 0.03008
0.612856149673,-0.00050048828125, 0.02208
0.614920139313,0.00242919921875, 0.03808
0.616977930069,0.00120849609375, 0.01008
0.619055986404,0.00072021484375, 0.03808
0.621112108231,-0.00086669921875, -0.01392
0.623178958893,0.00023193359375, -0.04592
0.625232934952,0.00133056640625, -0.03792
0.627300024033,-0.00233154296875, -0.01792
0.629354000092,0.00047607421875, -0.00592
0.631477117538,0.00364990234375, 0.00608
0.633556127548,-0.00098876953125, 0.01008
0.635612010956,-0.00098876953125, -0.01792
0.637676000595,-0.00062255859375, 0.02608
0.639730930328,0.00194091796875, -0.03392
0.641798973083,-0.00025634765625, 0.00608
0.643854141235,0.00059814453125, 0.01408
0.645919084549,-0.00245361328125, 0.01408
0.647969961166,-0.00050048828125, 0.01808
0.650047063828,0.00059814453125, 0.00608
0.652105093002,-0.00013427734375, -0.03792
0.654200077057,0.00145263671875, -0.00592
0.656260967255,0.00133056640625, -0.03392
0.658323049545,-0.00013427734375, -0.03392
0.66043305397,0.00267333984375, -0.01392
0.66249704361,-0.00074462890625, -0.02192
0.664561033249,-0.00233154296875, -0.04192
0.666635036469,-0.00233154296875, 0.01008
0.668698072433,-0.00037841796875, 0.02608
0.670763015747,0.00267333984375, 0.01008
0.672824144363,-0.00123291015625, -0.02992
0.674885988235,-0.00440673828125, 0.01808
0.676944971085,-0.00159912109375, -0.00992
0.679002046585,0.00242919921875, 0.00608
0.681064128876,-0.00159912109375, -0.00192
0.683124065399,-1.220703125e-05, 0.00208
0.685194969177,-0.00147705078125, -0.01792
0.687252998352,-0.00147705078125, -0.02592
0.689311981201,-0.00013427734375, 0.00608
0.691426038742,0.00108642578125, 0.01408
0.693480014801,0.00169677734375, -0.02192
0.69554400444,-0.00147705078125, -0.00992
0.697603940964,0.00035400390625, -0.00592
0.699684143066,0.00047607421875, -0.02592
0.70174908638,-0.00086669921875, -0.02592
0.703814029694,-0.00159912109375, 0.00608
0.705873012543,-0.00159912109375, 0.05808
0.707939147949,0.00059814453125, 0.05008
0.709998130798,0.00047607421875, 0.01408
0.712063074112,0.00023193359375, 0.03808
0.714132070541,-0.00050048828125, 0.00208
0.716197967529,-0.00062255859375, 0.01008
0.71826004982,-0.00098876953125, -0.00992
0.720323085785,-0.00574951171875, 0.01008
0.722440004349,-0.00269775390625, 0.02608
0.724498033524,0.00047607421875, -0.04192
0.726562976837,-0.00062255859375, -0.00192
0.728620052338,0.00120849609375, 0.01408
0.730718135834,-0.00111083984375, 0.02208
0.732784032822,-0.00330810546875, 0.05008
0.734838962555,-0.00111083984375, 0.01408
0.736904144287,0.00035400390625, 0.04208
0.738964080811,-0.00025634765625, 0.03808
0.741032123566,0.00084228515625, 0.00608
0.743088006973,0.00133056640625, 0.00608
0.745152950287,-0.00404052734375, 0.03008
0.747223138809,-0.00452880859375, -0.00992
0.749287128448,-0.00098876953125, 0.02208
0.75134396553,-0.00172119140625, 0.01408
0.753409147263,-0.00013427734375, 0.01008
0.755468130112,0.00072021484375, 0.01408
0.7575340271,-0.00196533203125, -0.00192
0.759588956833,-0.00013427734375, -0.02992
0.761667966843,-0.00025634765625, 0.03008
0.763726949692,-0.00281982421875, 0.05008
0.765790939331,0.00084228515625, -0.01792
0.767845153809,0.00267333984375, 0.00208
0.769912958145,0.00328369140625, 0.00608
0.771973133087,0.00389404296875, -0.01392
0.774039030075,0.00255126953125, -0.00592
0.776093006134,0.00267333984375, 0.02208
0.778177022934,0.00438232421875, 0.04208
0.780234098434,0.00499267578125, -0.00992
0.782299995422,0.00194091796875, -0.03792
0.784352064133,-0.00147705078125, -0.00592
0.786421060562,0.00059814453125, -0.02192
0.78848195076,-0.00233154296875, -0.00992
0.790549039841,-0.00379638671875, 0.00608
0.792601108551,0.00059814453125, -0.00992
0.794680118561,-0.00037841796875, -0.02192
0.796735048294,0.00035400390625, -0.02992
0.798798084259,0.00059814453125, 0.00208
0.800908088684,0.00169677734375, 0.01808
0.802966117859,-0.00062255859375, 0.01408
0.805032968521,-0.00086669921875, 0.01008
0.807150125504,0.00035400390625, 0.01408
0.809216976166,0.00035400390625, 0.02608
0.811290979385,0.00096435546875, 0.00208
0.813348054886,0.00072021484375, -0.02592
0.815415143967,0.00096435546875, -0.00992
0.817469120026,-0.00281982421875, -0.00992
0.819545984268,-0.00111083984375, -0.02192
0.82160115242,0.00059814453125, -0.00192
0.823662996292,-0.00269775390625, 0.01808
0.825722932816,0.00194091796875, 0.00608
0.827789068222,0.00230712890625, 0.00208
0.829843044281,0.00230712890625, -0.00192
0.831962108612,0.00303955078125, -0.02992
0.834039926529,0.00267333984375, 0.01008
0.836092948914,0.00096435546875, 0.01008
0.83815908432,0.00108642578125, -0.03392
0.840217113495,-0.00159912109375, -0.03392
0.842289924622,-0.00037841796875, 0.01008
0.844347000122,-1.220703125e-05, 0.02208
0.846416950226,0.00230712890625, 0.00208
0.84846997261,0.00230712890625, 0.02208
0.850552082062,0.00096435546875, 0.00608
0.852607011795,0.00328369140625, -0.00192
0.85467004776,-1.220703125e-05, -0.00192
0.856734037399,-0.00123291015625, -0.00192
0.85880112648,0.00059814453125, 0.01008
0.860908031464,0.00072021484375, -0.00992
0.86296415329,0.00010986328125, -0.02192
0.865028142929,0.00181884765625, -0.00992
0.867094993591,0.00157470703125, 0.00208
0.869158983231,-0.00623779296875, -0.02992
0.871219158173,-0.00025634765625, -0.02192
0.873285055161,-0.00184326171875, -0.02592
0.875342130661,-0.00159912109375, -0.01792
0.877407073975,0.00096435546875, -0.01392
0.879462957382,-0.00196533203125, 0.04208
0.881540060043,0.00035400390625, 0.01808
0.883599042892,0.00084228515625, 0.06608
0.885666131973,0.00181884765625, 0.06208
0.887720108032,0.00426025390625, -0.00192
0.889783143997,0.00450439453125, -0.01792
0.891839981079,0.00242919921875, -0.04192
0.893904924393,-0.00086669921875, -0.01792
0.89596414566,-0.00098876953125, -0.00192
0.898040056229,-0.00098876953125, -0.02992
0.900094032288,0.00242919921875, -0.01792
0.902167081833,0.00279541015625, 0.03808
0.904219150543,0.00035400390625, 0.03408
0.906286001205,-0.00184326171875, -0.01392
0.908339977264,0.00035400390625, -0.01792
0.910464048386,-0.00050048828125, 0.00608
0.912534952164,-0.00123291015625, -0.01792
0.914602041245,0.00157470703125, -0.01792
0.916669130325,0.00145263671875, -0.01392
0.918733119965,0.00523681640625, 0.00208
0.920802116394,0.00157470703125, -0.00592
0.922857999802,0.00230712890625, 0.00608
0.924921035767,0.00413818359375, -0.00192
0.926978111267,0.00328369140625, 0.01808
0.929042100906,0.00145263671875, 0.05008
0.931111097336,-1.220703125e-05, 0.06208
0.933184146881,0.00059814453125, 0.00608
0.935241937637,-0.00147705078125, -0.06192
0.937305927277,-0.00147705078125, -0.02592
0.939362049103,-0.00330810546875, 0.02208
0.941473960876,0.00462646484375, 0.01408
0.943540096283,0.00426025390625, 0.04208
0.945593118668,0.00035400390625, 0.05408
0.947674036026,-0.00196533203125, 0.05008
0.949728965759,-0.00367431640625, 0.02608
0.951797008514,-0.00318603515625, 0.01008
0.953855991364,0.00059814453125, 0.03408
0.955946922302,-0.00062255859375, 0.05408
0.958007097244,-0.00526123046875, -0.00192
0.960067033768,-0.00233154296875, -0.02592
0.962137937546,0.00169677734375, -0.00592
0.964200019836,0.00133056640625, -0.00192
0.96625995636,0.00206298828125, -0.00992
0.968322038651,0.00096435546875, -0.02592
0.97043800354,-0.00220947265625, 0.01008
0.972501039505,-0.00245361328125, 0.01408
0.974560976028,-0.00159912109375, 0.03408
0.976617097855,0.00181884765625, 0.00208
0.978693008423,0.00023193359375, -0.00992
0.980757951736,-0.00135498046875, 0.00208
0.982821941376,0.00010986328125, -0.03392
0.984883069992,0.00267333984375, -0.01392
0.986947059631,0.00035400390625, 0.00608
0.989011049271,-0.00062255859375, -0.00192
0.99107503891,-0.00343017578125, -0.02192
0.993138074875,0.00023193359375, 0.01008
0.995218038559,0.00194091796875, -0.02192
0.997283935547,0.00157470703125, -0.02592
0.999338150024,0.00072021484375, -0.02992
1.00145101547,-0.00037841796875, -0.00992
1.00352811813,0.00023193359375, 0.00208
1.00558710098,0.00120849609375, 0.02608
1.00765609741,0.00010986328125, 0.02208
1.00971794128,-0.00355224609375, 0.00208
1.01184511185,-0.00294189453125, -0.01792
1.01391911507,-0.00123291015625, -0.02192
1.01597595215,0.00010986328125, 0.04608
1.01805305481,0.00255126953125, 0.05408
1.02011013031,0.00511474609375, -0.00992
1.0221760273,0.00084228515625, -0.01392
1.02423214912,-0.00135498046875, -0.00592
1.02630209923,0.00181884765625, -0.00992
1.02835893631,0.00084228515625, -0.01792
1.03047513962,-0.00025634765625, -0.00992
1.03254294395,0.00096435546875, 0.01008
1.0346300602,0.00401611328125, 0.00208
1.03669500351,0.00242919921875, 0.00608
1.03875613213,-0.00050048828125, 0.01808
1.04082012177,-0.00123291015625, 0.00208
1.04288005829,0.00035400390625, 0.01808
1.04493904114,-0.00037841796875, -0.01392
1.04699397087,-0.00086669921875, -0.02992
1.04905796051,-0.00330810546875, -0.02592
1.05112314224,-0.00269775390625, 0.01008
1.05318593979,0.00133056640625, -0.03792
1.05524396896,-0.00025634765625, -0.04592
1.05733704567,-0.00172119140625, -0.02192
1.05940508842,-0.00025634765625, -0.00592
1.06146812439,-0.00135498046875, 0.00608
1.0635330677,-0.00233154296875, -0.00192
1.06559205055,-0.00159912109375, -0.00992
1.06767201424,-1.220703125e-05, -0.00592
1.06973004341,0.00230712890625, 0.03408
1.07179808617,0.00499267578125, 0.05808
1.07385492325,0.00145263671875, 0.03008
1.07592010498,-0.00086669921875, 0.01808
1.07797908783,-0.00013427734375, -0.00992
1.08004307747,-0.00135498046875, -0.01792
1.08210706711,-0.00269775390625, 0.01808
1.08417510986,-0.00294189453125, 0.02608
1.08623099327,0.00108642578125, 0.01008
1.08829808235,0.00096435546875, 0.04608
1.09035301208,0.00035400390625, 0.08208
1.09246611595,0.00157470703125, 0.02208
1.09453296661,0.00303955078125, 0.02208
1.09658694267,0.00328369140625, 0.03008
1.09866404533,0.00047607421875, 0.02208
1.10072112083,-0.00086669921875, -0.00592
1.1027879715,-0.00025634765625, 0.01008
1.10484910011,-0.00123291015625, 0.00208
1.1069149971,-0.00159912109375, -0.00592
1.10897898674,0.00157470703125, 0.00208
1.11104607582,0.00194091796875, 0.02208
1.11309695244,0.00096435546875, -0.00592
1.1151740551,0.00059814453125, -0.01392
1.11722803116,0.00145263671875, 0.00608
1.11929392815,0.00157470703125, -0.02192
1.12140703201,0.00206298828125, -0.01392
1.12346196175,0.00023193359375, 0.01008
1.12552595139,-0.00391845703125, -0.04992
1.12758398056,0.00133056640625, -0.02592
1.12966394424,0.00487060546875, 0.02208
1.13172292709,0.00499267578125, -0.00592
1.1337890625,0.00181884765625, 0.01808
1.135846138,0.00267333984375, 0.03008
1.13791298866,0.00426025390625, 0.01408
1.13996815681,0.00377197265625, 0.02608
1.14203810692,-0.00037841796875, -0.02992
1.1440911293,0.00108642578125, -0.00192
1.14616894722,0.00169677734375, 0.04208
1.14822912216,0.00145263671875, 0.00608
1.1502969265,-0.00111083984375, -0.06192
1.15235805511,-1.220703125e-05, -0.03392
1.15442705154,-0.00062255859375, 0.00208
1.15650701523,0.00145263671875, 0.01408
1.15856909752,-0.00159912109375, -0.01792
1.16063308716,-0.00233154296875, 0.02608
1.16271114349,0.00010986328125, 0.04608
1.16477608681,-0.00111083984375, 0.04608
1.16683506966,0.00108642578125, 0.01808
1.16890096664,0.00230712890625, 0.03008
1.17096614838,-0.00037841796875, -0.00192
1.17303299904,-0.00062255859375, -0.00592
1.17508792877,-0.00013427734375, -0.00992
1.17715406418,-0.00050048828125, -0.00592
1.17922210693,-0.00062255859375, -0.00592
1.18129110336,0.00047607421875, -0.00992
1.18334794044,0.00194091796875, -0.01392
1.18541097641,0.00413818359375, 0.01408
1.18746805191,-0.00074462890625, -0.00592
1.18953204155,0.00194091796875, 0.01008
1.19158601761,0.00377197265625, 0.01808
1.19366502762,0.00291748046875, 0.03408
1.19572496414,0.00364990234375, 0.03008
1.19779205322,0.00413818359375, 0.01408
1.19985103607,-0.00062255859375, 0.01008
1.20197415352,0.00120849609375, 0.04608
1.20404314995,0.00303955078125, 0.02208
1.2061021328,0.00328369140625, 0.02608
1.20816802979,0.00303955078125, 0.03808
1.21022295952,0.00157470703125, 0.01408
1.21229314804,-0.00123291015625, 0.01008
1.21434998512,-0.00074462890625, 0.00208
1.21642804146,0.00169677734375, -0.00592
1.21855592728,-1.220703125e-05, -0.04192
1.22062802315,-0.00147705078125, -0.01392
1.22269105911,-0.00233154296875, -0.02192
1.22474813461,-0.00355224609375, -0.02592
1.22681212425,-0.00257568359375, -0.02592
1.22887611389,-1.220703125e-05, -0.00992
1.230946064,0.00084228515625, 0.03408
1.23301100731,-0.00013427734375, -0.00992
1.23508501053,0.00255126953125, -0.04592
1.23715305328,0.00438232421875, -0.04192
1.23921012878,0.00328369140625, -0.00992
1.24128198624,-0.00074462890625, -0.00592
1.24334311485,0.00291748046875, -0.02192
1.24540805817,0.00377197265625, -0.02192
1.2474629879,0.00084228515625, -0.02592
1.24953699112,0.00047607421875, -0.02192
1.25159597397,0.00194091796875, 0.01008
1.25366210938,0.00096435546875, 0.01408
1.25572609901,-0.00086669921875, 0.01808
1.257791996,0.00548095703125, 0.00208
1.2598490715,0.00230712890625, 0.03408
1.26196599007,-1.220703125e-05, 0.05408
1.26403307915,-0.00025634765625, 0.06608
1.26677298546,0.00035400390625, -0.02592
1.26882004738,0.00218505859375, 0.00608
1.27095508575,0.00267333984375, 0.01008
1.27300405502,-1.220703125e-05, 0.02208
1.27507710457,-0.00135498046875, 0.02608
1.27713012695,0.00218505859375, -0.00992
1.27917909622,0.00072021484375, 0.00208
1.28122210503,0.00072021484375, -0.03392
1.28327393532,0.00084228515625, -0.01392
1.28531503677,-1.220703125e-05, -0.01392
1.28736114502,-0.00159912109375, -0.02992
1.28941106796,-0.00098876953125, -0.02992
1.29150295258,0.00084228515625, 0.01408
1.29355311394,-0.00050048828125, 0.07808
1.29558801651,0.00133056640625, 0.07808
1.29763293266,0.00218505859375, 0.07008
1.29968714714,0.00047607421875, 0.03408
1.30175209045,-0.00281982421875, -0.00592
1.30381894112,0.00096435546875, 0.02608
1.3058860302,-0.00050048828125, 0.04608
1.30794906616,0.00157470703125, 0.04208
1.31001210213,0.00364990234375, -0.02192
1.31207609177,0.00279541015625, 0.01408
1.31415915489,0.00194091796875, 0.00608
1.31621599197,-0.00037841796875, -0.01392
1.31828403473,-0.00025634765625, 0.01808
1.32034015656,0.00023193359375, 0.03008
1.32246208191,0.00352783203125, 0.02608
1.32453203201,0.00218505859375, 0.03408
1.32658815384,0.00084228515625, 0.03408
1.32865595818,-0.00147705078125, 0.00608
1.33072495461,-0.00037841796875, -0.01792
1.33279013634,-0.00196533203125, 0.04208
1.33484911919,-0.00098876953125, 0.03008
1.33692002296,-0.00062255859375, -0.00592
1.33897900581,0.00206298828125, -0.01392
